x,y,pixel_x,pixel_y
367.2749691738594,0.005128205128205128,17.0,1355.0
367.57090012330457,0.005494505494505495,18.0,1354.5
367.8668310727497,0.005494505494505495,19.0,1354.5
368.16276202219484,0.005494505494505495,20.0,1354.5
368.45869297163995,0.005494505494505495,21.0,1354.5
368.75462392108506,0.005494505494505495,22.0,1354.5
369.0505548705302,0.005860805860805861,23.0,1354.0
369.3464858199753,0.005860805860805861,24.0,1354.0
369.6424167694205,0.005860805860805861,25.0,1354.0
369.9383477188656,0.005860805860805861,26.0,1354.0
370.2342786683107,0.005860805860805861,27.0,1354.0
370.5302096177559,0.0062271062271062275,28.0,1353.5
370.826140567201,0.0062271062271062275,29.0,1353.5
371.1220715166461,0.0062271062271062275,30.0,1353.5
371.41800246609125,0.0062271062271062275,31.0,1353.5
371.71393341553636,0.006593406593406593,32.0,1353.0
372.0098643649815,0.006593406593406593,33.0,1353.0
372.30579531442663,0.006593406593406593,34.0,1353.0
372.60172626387174,0.006593406593406593,35.0,1353.0
372.8976572133169,0.00695970695970696,36.0,1352.5
373.193588162762,0.00695970695970696,37.0,1352.5
373.4895191122072,0.00695970695970696,38.0,1352.5
373.7854500616523,0.007326007326007326,39.0,1352.0
374.0813810110974,0.007326007326007326,40.0,1352.0
374.37731196054256,0.007326007326007326,41.0,1352.0
374.67324290998766,0.007692307692307693,42.0,1351.5
374.9691738594328,0.007692307692307693,43.0,1351.5
375.26510480887794,0.007692307692307693,44.0,1351.5
375.56103575832304,0.00805860805860806,45.0,1351.0
375.8569667077682,0.00805860805860806,46.0,1351.0
376.1528976572133,0.00805860805860806,47.0,1351.0
376.4488286066584,0.008424908424908424,48.0,1350.5
376.7447595561036,0.008424908424908424,49.0,1350.5
377.0406905055487,0.008424908424908424,50.0,1350.5
377.33662145499386,0.008791208791208791,51.0,1350.0
377.63255240443897,0.008791208791208791,52.0,1350.0
377.9284833538841,0.009157509157509158,53.0,1349.5
378.22441430332924,0.009157509157509158,54.0,1349.5
378.52034525277435,0.010256410256410256,55.0,1348.0
378.81627620221946,0.010256410256410256,56.0,1348.0
379.1122071516646,0.010622710622710623,57.0,1347.5
379.4081381011097,0.01098901098901099,58.0,1347.0
379.7040690505549,0.01098901098901099,59.0,1347.0
380.0,0.011721611721611722,60.0,1346.0
380.2959309494451,0.011721611721611722,61.0,1346.0
380.5918618988903,0.012454212454212455,62.0,1345.0
380.8877928483354,0.012454212454212455,63.0,1345.0
381.18372379778054,0.013186813186813187,64.0,1344.0
381.47965474722565,0.013553113553113554,65.0,1343.5
381.77558569667076,0.01391941391941392,66.0,1343.0
382.0715166461159,0.014285714285714285,67.0,1342.5
382.36744759556103,0.014652014652014652,68.0,1342.0
382.66337854500614,0.015018315018315019,69.0,1341.5
382.9593094944513,0.015384615384615385,70.0,1341.0
383.2552404438964,0.01575091575091575,71.0,1340.5
383.5511713933416,0.01611721611721612,72.0,1340.0
383.8471023427867,0.016483516483516484,73.0,1339.5
384.1430332922318,0.017216117216117217,74.0,1338.5
384.43896424167696,0.017582417582417582,75.0,1338.0
384.73489519112206,0.017948717948717947,76.0,1337.5
385.0308261405672,0.01868131868131868,77.0,1336.5
385.32675709001234,0.01868131868131868,78.0,1336.5
385.62268803945744,0.019413919413919414,79.0,1335.5
385.9186189889026,0.020146520146520148,80.0,1334.5
386.2145499383477,0.020146520146520148,81.0,1334.5
386.5104808877928,0.020879120879120878,82.0,1333.5
386.806411837238,0.021245421245421246,83.0,1333.0
387.1023427866831,0.02161172161172161,84.0,1332.5
387.39827373612826,0.022344322344322345,85.0,1331.5
387.69420468557337,0.02271062271062271,86.0,1331.0
387.9901356350185,0.023443223443223443,87.0,1330.0
388.28606658446364,0.024175824175824177,88.0,1329.0
388.58199753390875,0.02454212454212454,89.0,1328.5
388.8779284833539,0.02490842490842491,90.0,1328.0
389.173859432799,0.02564102564102564,91.0,1327.0
389.4697903822441,0.026373626373626374,92.0,1326.0
389.7657213316893,0.026373626373626374,93.0,1326.0
390.0616522811344,0.027106227106227107,94.0,1325.0
390.3575832305795,0.02783882783882784,95.0,1324.0
390.6535141800247,0.02857142857142857,96.0,1323.0
390.9494451294698,0.02893772893772894,97.0,1322.5
391.24537607891494,0.029304029304029304,98.0,1322.0
391.54130702836005,0.030402930402930402,99.0,1320.5
391.83723797780516,0.03076923076923077,100.0,1320.0
392.1331689272503,0.0315018315018315,101.0,1319.0
392.42909987669543,0.03223443223443224,102.0,1318.0
392.7250308261406,0.0326007326007326,103.0,1317.5
393.0209617755857,0.03333333333333333,104.0,1316.5
393.3168927250308,0.03406593406593406,105.0,1315.5
393.612823674476,0.0347985347985348,106.0,1314.5
393.9087546239211,0.03553113553113553,107.0,1313.5
394.2046855733662,0.03626373626373627,108.0,1312.5
394.50061652281136,0.036996336996337,109.0,1311.5
394.79654747225646,0.03772893772893773,110.0,1310.5
